,cyclePoint,Contrast,Intensity Ste,Theta mean,Theta ste,NormContrast,Volt,E
224,224.0,-24.9750035714286,0.14479764039873755,-7.229500861945848,0.3946903603346608,-24.9750035714286,-24.70080862533692,-5.489068583408204
225,225.0,-28.617728571428586,0.14219117726622738,-8.312463276793691,0.2351936534668989,-28.617728571428586,-25.32614555256064,-5.628032345013476
226,226.0,-32.66783571428572,0.16841168533895418,-9.531152267714695,0.16706466747351134,-32.66783571428572,-25.95148247978438,-5.766996106618752
227,227.0,-35.83693214285713,0.1791962859738666,-10.497274376559721,0.32980973242742423,-35.83693214285713,-26.576819407008085,-5.905959868224019
228,228.0,-40.69164285714285,0.16822746766764268,-12.002426308130074,0.4746196808395417,-40.69164285714285,-27.202156334231802,-6.044923629829289
230,230.0,-47.452414285714276,0.16116980590687052,-14.160298979445189,0.2374564323454317,-47.452414285714276,-28.45283018867925,-6.322851153039833
231,231.0,-48.31889642857143,0.1796635622334257,-14.442964012033999,0.29500882040767035,-48.31889642857143,-29.07816711590297,-6.461814914645105
232,232.0,-49.301214285714295,0.15618142399884422,-14.765291354310191,0.7965579127726312,-49.301214285714295,-29.70350404312669,-6.600778676250375
234,234.0,-50.32495357142857,0.17789150768267767,-15.10341185921495,0.7109093364512126,-50.32495357142857,-30.954177897574123,-6.878706199460916
235,235.0,-49.461817857142854,0.22770056786798382,-14.818184621740734,1.1930003337461341,-49.461817857142854,-31.57951482479784,-7.017669961066186
236,236.0,-49.17370714285713,0.1694949947145089,-14.72333745411673,0.6335302788569722,-49.17370714285713,-32.20485175202156,-7.156633722671458
237,237.0,-48.626149999999996,0.1642697661156685,-14.543565554572053,0.35357128092469153,-48.626149999999996,-32.830188679245275,-7.295597484276728
238,238.0,-48.61186071428572,0.1848699389186497,-14.538882582363353,0.35001976624044884,-48.61186071428572,-33.45552560646901,-7.434561245882002
239,239.0,-48.35579642857142,0.1941924854807387,-14.455035554402953,0.3004074875197691,-48.35579642857142,-34.080862533692724,-7.573525007487272
240,240.0,-47.55106428571429,0.12570451826893422,-14.192404341859698,0.23915339367662794,-47.55106428571429,-34.706199460916444,-7.712488769092543
241,241.0,-47.95122499999999,0.1692307074193565,-14.322835808628767,0.25722771114699006,-47.95122499999999,-35.331536388140144,-7.851452530697809
242,242.0,-47.74759642857143,0.15312480937989176,-14.25642322811849,0.24563161186556817,-47.74759642857143,-35.95687331536389,-7.990416292303087
243,243.0,-46.80948571428571,0.12869731415606966,-13.951531020003518,0.2510965664504458,-46.80948571428571,-36.58221024258759,-8.129380053908354
244,244.0,-47.426282142857154,0.15543504388392876,-14.151797597365535,0.23717325766793504,-47.426282142857154,-37.20754716981131,-8.268343815513624
245,245.0,-47.00832142857141,0.0739821831682721,-14.016009106808957,0.2420540772376969,-47.00832142857141,-37.83288409703504,-8.407307577118898
246,246.0,-47.33928928571429,0.14114280611951266,-14.123506616835495,0.23672521580256656,-47.33928928571429,-38.45822102425876,-8.54627133872417
247,247.0,-47.534457142857136,0.09445335300471296,-14.186998234620066,0.23879742911469057,-47.534457142857136,-39.083557951482476,-8.68523510032944
248,248.0,-46.85236428571428,0.12882354538564045,-13.96542909377167,0.24873128688385976,-46.85236428571428,-39.7088948787062,-8.824198861934711
249,249.0,-46.96186785714284,0.1460155071409402,-14.000938323284492,0.24374122982987856,-46.96186785714284,-40.334231805929925,-8.963162623539983
250,250.0,-47.778510714285716,0.09518622303459977,-14.266500394260532,0.2470513744244016,-47.778510714285716,-40.95956873315363,-9.102126385145251
251,251.0,-46.711885714285714,0.14294172356195678,-13.919909590433805,0.2574216991942314,-46.711885714285714,-41.58490566037735,-9.241090146750523
252,252.0,-46.58810714285715,0.13082390503296246,-13.879833052666692,0.2675400320602399,-46.58810714285715,-42.210242587601094,-9.380053908355798
253,253.0,-46.964317857142845,0.07299999893440134,-14.001733063595296,0.24364604811869262,-46.964317857142845,-42.8355795148248,-9.519017669961066
254,254.0,-47.091660714285716,0.07717981500193921,-14.043057192317812,0.23963118229269817,-47.091660714285716,-43.460916442048514,-9.657981431566336
255,255.0,-47.85226785714287,0.176562451210798,-14.290550887377222,0.2509152032444855,-47.85226785714287,-44.08625336927226,-9.796945193171613
256,256.0,-47.590403571428574,0.11697434042883953,-14.205212622136122,0.24011224150708863,-47.590403571428574,-44.71159029649596,-9.935908954776881
257,257.0,-48.60123214285714,0.23534890010965046,-14.535399597917781,0.34744251069426957,-48.60123214285714,-45.336927223719684,-10.074872716382153
258,258.0,-48.77018214285715,0.12982405923113824,-14.590792473082999,0.39581767342756907,-48.77018214285715,-45.9622641509434,-10.213836477987421
259,259.0,-48.977374999999995,0.12176374288544874,-14.658805647365089,0.48635195525902775,-48.977374999999995,-46.58760107816712,-10.352800239592693
260,260.0,-49.483317857142865,0.09672152049859385,-14.825269656780542,1.2792082510111558,-49.483317857142865,-47.21293800539083,-10.491764001197962
261,261.0,-49.07617857142857,0.18485569325378584,-14.691270857950515,0.5497149915980186,-49.07617857142857,-47.83827493261455,-10.630727762803234
262,262.0,-48.333325,0.12295101201122628,-14.447683870474872,0.29707677436529933,-48.333325,-48.46361185983827,-10.769691524408504
263,263.0,-49.138007142857155,0.09992509663328263,-14.711597237809494,0.5997848449556628,-49.138007142857155,-49.08894878706199,-10.908655286013776
264,264.0,-49.37502499999997,0.15329046796696752,-14.78959333087908,0.9390960112759651,-49.37502499999997,-49.714285714285694,-11.047619047619044
265,265.0,-49.12130714285714,0.06909026074064892,-14.706106247501939,0.5852976277260097,-49.12130714285714,-50.33962264150942,-11.186582809224316
266,266.0,-49.465578571428566,0.15912010517379016,-14.819423842465437,1.2072181962114388,-49.465578571428566,-50.96495956873315,-11.325546570829589
267,267.0,-48.361935714285714,0.1464861700925826,-14.457044245558905,0.30134140833489964,-48.361935714285714,-51.590296495956885,-11.464510332434863
268,268.0,-49.55712857142859,0.22366136470976267,-14.849600578643997,1.703599715637849,-49.55712857142859,-52.2156334231806,-11.603474094040132
269,269.0,-50.43219642857143,0.20673389626558547,-15.138965737504021,0.6010687873589035,-50.43219642857143,-52.84097035040432,-11.742437855645404
270,270.0,-48.79161785714287,0.2181653892148411,-14.597824776357191,0.40328641603318605,-48.79161785714287,-53.466307277628026,-11.881401617250672
271,271.0,-48.473732142857145,0.16524244930425072,-14.493636149525605,0.3203249701022942,-48.473732142857145,-54.091644204851754,-12.020365378855946
272,272.0,-49.19874285714284,0.19411350660554527,-14.73157225946887,0.6597524122912727,-49.19874285714284,-54.716981132075475,-12.159329140461217
274,274.0,-48.9844607142857,0.1770636068122804,-14.661133206998045,0.4903456742746241,-48.9844607142857,-55.967654986522895,-12.437256663671754
275,275.0,-48.74750357142856,0.18197073742909908,-14.583353481472166,0.38828759707782073,-48.74750357142856,-56.592991913746616,-12.576220425277025
276,276.0,-48.89990357142855,0.17488074311829327,-14.633364270525236,0.44712659573118146,-48.89990357142855,-57.21832884097036,-12.715184186882302
277,277.0,-48.49762142857143,0.1620819828634907,-14.501458668352143,0.32491774365789966,-48.49762142857143,-57.84366576819407,-12.854147948487572
279,279.0,-49.040371428571426,0.10951709911184791,-14.67950283557323,0.5246973755514707,-49.040371428571426,-56.90566037735848,-12.645702306079663
280,280.0,-48.75590714285713,0.16505234775627,-14.58610988283575,0.39103483684123713,-48.75590714285713,-56.28032345013477,-12.506738544474395
281,281.0,-49.17982142857143,0.1831000870730909,-14.72534845583084,0.63972618725634,-49.17982142857143,-55.65498652291105,-12.367774782869123
282,282.0,-49.188085714285705,0.09669484753922893,-14.728066723853082,0.6483107150234425,-49.188085714285705,-55.02964959568733,-12.228811021263851
283,283.0,-49.303514285714286,0.15458847063955614,-14.766048446669918,0.8003207084891212,-49.303514285714286,-54.404312668463604,-12.089847259658578
284,284.0,-49.24145714285716,0.15209958499726195,-14.74562502986364,0.7102938510968604,-49.24145714285716,-53.778975741239904,-11.950883498053312
285,285.0,-48.31424999999998,0.1411816175419799,-14.441444168749243,0.29435433311583015,-48.31424999999998,-53.15363881401618,-11.81191973644804
286,286.0,-49.515449999999994,0.14392136141953474,-14.835860230933362,1.4345203159208484,-49.515449999999994,-52.52830188679246,-11.67295597484277
288,288.0,-49.396385714285714,0.1207429539270148,-14.79662847054767,0.9907760079828741,-49.396385714285714,-51.277628032345,-11.395028451632221
289,289.0,-49.23572857142857,0.14754119678591346,-14.743740134367552,0.7030421832482744,-49.23572857142857,-50.65229110512128,-11.256064690026951
290,290.0,-49.051139285714285,0.08572849761586977,-14.683041407261877,0.5319502657406251,-49.051139285714285,-50.02695417789758,-11.117100928421685
291,291.0,-49.3511392857143,0.1474205502964096,-14.781727744957564,0.887499527350443,-49.3511392857143,-49.40161725067385,-10.978137166816412
292,292.0,-49.40011071428574,0.1128969506123423,-14.797855397737928,1.0003929926273465,-49.40011071428574,-48.77628032345014,-10.839173405211142
293,293.0,-48.883346428571414,0.1671828170252604,-14.627928598879128,0.43968012573716203,-48.883346428571414,-48.15094339622641,-10.700209643605868
294,294.0,-49.54521428571426,0.11478586340906566,-14.845672363088141,1.6168146996054666,-49.54521428571426,-47.5256064690027,-10.5612458820006
295,295.0,-48.82497857142857,0.14913221882543598,-14.608771171696674,0.4156436552608465,-48.82497857142857,-46.90026954177898,-10.42228212039533
296,296.0,-49.217810714285704,0.11400238347373753,-14.737845000525676,0.6813391536132137,-49.217810714285704,-46.27493261455526,-10.283318358790059
297,297.0,-50.354628571428584,0.24286741270475082,-15.113247342709874,0.6762987321046313,-50.354628571428584,-45.64959568733154,-10.144354597184787
298,298.0,-49.33923928571431,0.19189467549602043,-14.777809522067594,0.8639163916675533,-49.33923928571431,-45.024258760107806,-10.005390835579512
300,300.0,-49.5856607142857,0.19100658176019117,-14.859009056290411,1.955239921018225,-49.5856607142857,-43.77358490566037,-9.727463312368972
301,301.0,-49.407025,0.16899484146237093,-14.800132879580772,1.0187609891318767,-49.407025,-43.14824797843666,-9.588499550763702
302,302.0,-49.42378928571428,0.17546007575408953,-14.80565525903505,1.0663018056303726,-49.42378928571428,-42.52291105121293,-9.449535789158428
303,303.0,-50.028575000000025,0.2258951917783263,-15.005287589870944,1.5184773319898817,-50.028575000000025,-41.897574123989216,-9.310572027553158
304,304.0,-50.20239285714286,0.21046269757621852,-15.062811126017001,0.9065135712096494,-50.20239285714286,-41.2722371967655,-9.171608265947889
306,306.0,-50.472528571428576,0.16094909123404966,-15.152343587585927,0.5688163938472298,-50.472528571428576,-40.02156334231806,-8.893680742737347
307,307.0,-49.38918571428572,0.16924693371849062,-14.794257044855419,0.9727150580939666,-49.38918571428572,-39.39622641509435,-8.754716981132077
308,308.0,-50.591714285714275,0.22675289993517117,-15.191897903920799,0.49298116748097603,-50.591714285714275,-38.770889487870605,-8.615753219526802
309,309.0,-50.54641071428572,0.24029899117853956,-15.17685918220761,0.5188854222394473,-50.54641071428572,-38.145552560646905,-8.476789457921534
310,310.0,-50.50609285714284,0.15141077663112476,-15.163479377532797,0.5448138436140497,-50.50609285714284,-37.52021563342318,-8.337825696316262
311,311.0,-50.10837142857144,0.16403950705580614,-15.031687234843872,1.1568611760613705,-50.10837142857144,-36.89487870619946,-8.19886193471099
312,312.0,-50.78814999999999,0.14377294021907086,-15.257159283538305,0.4092480059307558,-50.78814999999999,-36.269541778975736,-8.059898173105719
313,313.0,-50.975014285714295,0.1900444226549764,-15.3193221913604,0.3574676569574699,-50.975014285714295,-35.64420485175203,-7.9209344115004505
314,314.0,-50.90017142857143,0.0762567429062812,-15.294415142176222,0.3758211380440564,-50.90017142857143,-35.01886792452831,-7.78197064989518
315,315.0,-50.86191428571428,0.16209291500158637,-15.28168844310942,0.38635297702595245,-50.86191428571428,-34.39353099730458,-7.643006888289907
316,316.0,-51.11550714285714,0.1640110770138777,-15.366111672581024,0.32959288597737096,-51.11550714285714,-33.76819407008087,-7.504043126684637
317,317.0,-50.95358214285714,0.12674477333376735,-15.312188451842507,0.36244194696250065,-50.95358214285714,-33.14285714285716,-7.365079365079369
318,318.0,-51.40844285714286,0.11512111468515149,-15.463817007230265,0.29098323039168156,-51.40844285714286,-32.51752021563344,-7.226115603474097
319,319.0,-51.48209642857143,0.09437947961614274,-15.4884146898275,0.2843172052906734,-51.48209642857143,-31.8921832884097,-7.087151841868822
320,320.0,-51.315417857142855,0.13519998666676666,-15.432768023737061,0.30095786330844027,-51.315417857142855,-31.266846361185976,-6.9481880802635505
321,321.0,-50.887010714285715,0.09548502796840781,-15.290036695211766,0.3793496545921734,-50.887010714285715,-30.641509433962256,-6.809224318658279
322,322.0,-52.63937500000001,0.13191415084709104,-15.876594906019056,0.27883938457756885,-52.63937500000001,-30.016172506738535,-6.670260557053008
323,323.0,-52.76201071428573,0.15950156983027014,-15.91791967623454,0.28883647321562067,-52.76201071428573,-29.390835579514828,-6.53129679544774
324,324.0,-52.71431428571428,0.09568409365905212,-15.901842935683304,0.28463708662484655,-52.71431428571428,-28.765498652291107,-6.392333033842468
325,325.0,-52.68814642857142,0.17264766812438512,-15.893025074301809,0.2825049154621081,-52.68814642857142,-28.140161725067387,-6.253369272237197
326,326.0,-52.44051785714287,0.09361780325014744,-15.809663931505934,0.2676542432362348,-52.44051785714287,-27.514824797843666,-6.114405510631926
327,327.0,-52.140528571428575,0.06525765447590429,-15.708875741573163,0.2606374617670699,-52.140528571428575,-26.88948787061996,-5.975441749026658
328,328.0,-52.19291071428571,0.10155843825560482,-15.726459058817523,0.2610774784004274,-52.19291071428571,-26.26415094339624,-5.836477987421386
329,329.0,-52.372685714285716,0.14722580822751208,-15.786855141148425,0.26509048912072514,-52.372685714285716,-25.638814016172518,-5.697514225816115
330,330.0,-52.33939285714286,0.15938995283879911,-15.775664386953506,0.2640478993203688,-52.33939285714286,-25.01347708894876,-5.558550464210835
331,331.0,-52.37274285714285,0.1518342095827927,-15.786874350930878,0.26509239900706333,-52.37274285714285,-24.388140161725072,-5.419586702605572
332,332.0,-52.56777857142856,0.13374653895549055,-15.852485986102936,0.2741452733560295,-52.56777857142856,-23.76280323450135,-5.2806229410003
333,333.0,-52.79521785714285,0.06658436538393446,-15.929115910885542,0.29201060532584905,-52.79521785714285,-23.13746630727763,-5.141659179395029
334,334.0,-52.57744285714286,0.09664395182507353,-15.855739543253588,0.27473310657228817,-52.57744285714286,-22.51212938005391,-5.002695417789758
335,335.0,-53.21901785714286,0.12025007118107567,-16.072245916475577,0.35654373389237,-53.21901785714286,-21.886792452830186,-4.863731656184486
336,336.0,-53.33451785714285,0.08871184962938257,-16.111331577117248,0.3853468835000712,-53.33451785714285,-21.261455525606465,-4.724767894579214
337,337.0,-52.626132142857145,0.11127293063608887,-15.872134645763213,0.2779109773336892,-52.626132142857145,-20.636118598382744,-4.585804132973943
338,338.0,-52.79638214285714,0.06744347685696288,-15.929508514798508,0.29212576909870025,-52.79638214285714,-20.010781671159023,-4.446840371368672
339,339.0,-53.04996071428571,0.09849422224447553,-16.015096628421745,0.3245034814452945,-53.04996071428571,-19.385444743935334,-4.307876609763408
340,340.0,-53.15115357142859,0.11670112141348597,-16.049295997204705,0.342429381571338,-53.15115357142859,-18.760107816711578,-4.168912848158128
341,341.0,-53.40952857142859,0.13005678748191846,-16.136733509836855,0.40804014653403364,-53.40952857142859,-18.134770889487857,-4.0299490865528576
342,342.0,-52.983321428571415,0.039163982034952936,-15.992589007802815,0.3144348387290451,-52.983321428571415,-17.509433962264136,-3.890985324947586
343,343.0,-52.94292857142856,0.051642944228382004,-15.978951572917262,0.3089189591920635,-52.94292857142856,-16.884097035040416,-3.7520215633423146
344,344.0,-52.52980000000001,0.14098531900262282,-15.839702413871894,0.2719685478818954,-52.52980000000001,-16.258760107816695,-3.6130578017370434
345,345.0,-53.1477035714286,0.09367333441201575,-16.048129605957858,0.34175985654386043,-53.1477035714286,-15.633423180593006,-3.4740940401317792
346,346.0,-52.33339642857142,0.11455176548321191,-15.773649088017857,0.2638748948133196,-52.33339642857142,-15.008086253369283,-3.3351302785265076
347,347.0,-52.35957857142858,0.09719033425297935,-15.782449106419465,0.2646633536348193,-52.35957857142858,-14.382749326145563,-3.1961665169212363
348,348.0,-52.626203571428576,0.16327787141112932,-15.872158702109394,0.2779159101108343,-52.626203571428576,-13.75741239892184,-3.0572027553159646
349,349.0,-52.69765357142857,0.19342142492672,-15.896228530185574,0.2832658753696862,-52.69765357142857,-13.13207547169812,-2.918238993710693
350,350.0,-52.31304642857145,0.1451816833926737,-15.766810443536853,0.2633210520684383,-52.31304642857145,-12.506738544474397,-2.7792752321054213
351,351.0,-52.74759642857144,0.10288957460899051,-15.913060551642172,0.28752362917203544,-52.74759642857144,-11.881401617250676,-2.64031147050015
352,352.0,-51.951203571428586,0.07465191931613568,-15.645379131932584,0.26173830511215174,-51.951203571428586,-11.256064690026955,-2.501347708894879
353,353.0,-50.72859999999999,0.09065690421949234,-15.237365889912569,0.43065447685286457,-50.72859999999999,-10.630727762803232,-2.362383947289607
354,354.0,-49.464200000000005,0.10693480287206927,-14.818969575676988,1.2019665100016372,-49.464200000000005,-10.005390835579512,-2.223420185684336
355,355.0,-47.29279285714286,0.09159535765745506,-14.10839165074413,0.23679648467302175,-47.29279285714286,-9.380053908355789,-2.084456424079064
356,356.0,-45.43105,0.09838451457375727,-13.506612724829463,0.7451668213975091,-45.43105,-8.754716981132068,-1.945492662473793
357,357.0,-43.070164285714284,0.09232454574893587,-12.75260731214616,0.23114630514473472,-43.070164285714284,-8.129380053908347,-1.8065289008685217
358,358.0,-41.36912142857143,0.10060202328464116,-12.21518527048937,0.2709158643063349,-41.36912142857143,-7.504043126684625,-1.66756513926325
359,359.0,-39.457046428571445,0.144027217396573,-11.616497767760318,0.6105440219925865,-39.457046428571445,-6.878706199460937,-1.5286013776579859
360,360.0,-37.35714285714285,0.10398602261779026,-10.965119227056594,0.18708564359926017,-37.35714285714285,-6.253369272237215,-1.3896376160527144
361,361.0,-34.064260714285695,0.08549642396866829,-9.955402681105221,0.34908734940394187,-34.064260714285695,-5.6280323450134935,-1.250673854447443
362,362.0,-32.497510714285724,0.0767822747223121,-9.479555836413839,0.16342643707388468,-32.497510714285724,-5.002695417789739,-1.1117100928421642
363,363.0,-28.042778571428542,0.07057418242165513,-8.14076251638873,0.16688453496002686,-28.042778571428542,-4.377358490566018,-0.9727463312368929
365,365.0,-19.847614285714286,0.08149248204574794,-5.72247096813036,0.22839317950525784,-19.847614285714286,-3.1266846361186076,-0.6948188080263572
366,366.0,-16.15492500000002,0.09953974196685487,-4.6472355251304664,0.08144477906203546,-16.15492500000002,-2.501347708894886,-0.5558550464210857
367,367.0,-13.356096428571433,0.1409936271633245,-3.8367361154663726,0.3718788254494619,-13.356096428571433,-1.8760107816711649,-0.4168912848158144
368,368.0,-9.085739285714297,0.11671594491944802,-2.605809264710576,0.09486649124924411,-9.085739285714297,-1.250673854447443,-0.27792752321054287
369,369.0,-4.682282142857133,0.12192272966025519,-1.341527668356186,0.026101812266362868,-4.682282142857133,-0.6253369272237215,-0.13896376160527144
370,370.0,-0.6988821428571441,0.1344545770616842,-0.20016622325635974,0.003793475723594342,-0.6988821428571441,-0.0,-0.0
371,371.0,2.513114285714309,0.10644507872588697,0.719848756315353,0.0960990076802098,2.513114285714309,0.6253369272237215,0.13896376160527144
